latitude,longitude,presence
42.8561268712,-70.9442599916,0
42.3750670305,-72.4916460134,1
41.89022417,-71.05588073,0
42.6585331554,-71.4757632982,1
41.9020783333,-70.0715333333,0
42.2434894368,-73.0151637924,0
42.4039598802,-71.1493398249,0
42.1435599661,-72.7560888243,1
42.4701716667,-72.4103083333,0
42.36927706,-72.58962318,1
42.6708816353,-71.5062732888,0
42.5464966667,-71.3700116667,1
42.3923444674,-72.5110391846,0
42.2712388889,-71.0065722222,0
42.749005,-70.9399116667,0
41.6652216667,-70.0881721667,0
42.4582310646,-71.3194213851,1
41.754306832,-69.9317598721,0
42.15251117,-71.93496667,0
42.61007,-72.465815,0
42.234587,-71.558475,0
42.2252040071,-71.260249542,1
42.573148,-72.520357,0
42.1978269321,-71.6815200427,1
41.3615083333,-70.7523111111,0
42.3992483333,-72.4272616667,0
42.59640393,-70.7685480652,1
42.2029934722,-71.4376561944,0
42.6822792,-71.605371,1
42.5826900529,-71.4311826602,1
42.2741968882,-71.2472820937,0
42.3993032636,-71.3962512676,0
41.6557585685,-70.5393941036,0
42.2369944377,-71.8135933922,0
42.3303952025,-71.6483752057,0
42.3910104717,-71.268332759,0
42.4389390598,-70.9386449307,0
42.5927416667,-70.9511866667,0
42.3123283333,-73.13205,0
42.614485,-71.571654,1
42.5647697449,-70.9487609863,0
42.5906053489,-71.6263554759,1
42.038333,-72.261944,1
41.8920194444,-69.9877805556,0
42.4400130364,-71.0814520681,0
42.5579619258,-72.3023171992,1
42.3863033333,-72.6008383333,1
42.6337722222,-70.8977555556,0
41.8601913452,-69.9822463989,0
42.0560251824,-71.3479915544,0
41.880245,-70.8919949722,0
42.4669202976,-71.2397053501,0
41.5204752091,-70.9997954799,0
42.4905179321,-71.8220442161,0
42.3124513615,-71.4350585272,1
42.478325,-71.0657361667,0
41.3458159722,-70.8378089722,0
42.4003164306,-71.9986159075,0
42.477254917,-71.3205177337,1
42.0004784893,-70.7192467722,0
42.2776817733,-71.0543571147,0
42.6875055556,-71.3535888889,0
42.8071119257,-70.973198765,1
41.63487,-70.2243716667,0
42.6960463055,-71.290235234,0
42.0568916667,-73.1269916667,1
42.2499083333,-71.1475445,0
42.710225,-73.207825,0
42.3909862493,-72.5067002624,0
42.3505748473,-71.4415882621,0
42.3580998549,-71.4259031591,0
42.53128,-71.19238333,0
42.4973977734,-70.968842468,0
42.35322,-71.52938,0
42.5653482,-71.9637062997,1
42.4634666667,-72.896745,1
41.94877,-70.6494133333,0
41.6297833333,-70.954155,0
42.24458946,-71.00860572,0
42.05323,-70.080465,0
42.0624121039,-71.551619087,0
42.4212133333,-71.0447611667,0
42.1498218997,-71.3241069,0
42.25889167,-71.516555,0
42.113862,-71.206163,0
42.2812216667,-71.4305033333,0
42.7003833333,-73.1146861667,0
42.4514412005,-72.3611473056,0
