observation_id,observed_on,latitude,longitude,positional_accuracy,quality_grade,taxon_id,taxon_name,common_name,coordinates_obscured,uri
33761976,2019-09-30,41.5231074196,-70.6678347364,4.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/33761976
33778760,2019-09-30,41.5245783333,-70.67057,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/33778760
33856599,2013-05-19,42.05733333,-70.13666667,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/33856599
33916198,2019-10-04,42.4088595,-71.324698,64.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/33916198
34504545,2019-10-17,42.3020094871,-71.218209649,33.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/34504545
34509596,2019-09-30,42.321609,-72.541024,6.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/34509596
34877979,2019-10-25,42.2658911351,-70.8790221144,4.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/34877979
34880210,2019-10-25,42.3895414593,-71.3446949982,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/34880210
35143380,2019-03-13,42.0583305,-71.077325,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35143380
35179502,2019-10-07,42.3244194,-72.5396917,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35179502
35205269,2018-11-06,42.329984,-72.538427,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35205269
35239815,2019-09-29,42.45583667,-71.29308333,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35239815
35324506,2019-11-02,42.5940449258,-71.5533195434,25.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35324506
35324580,2019-11-04,42.5940323756,-71.5533605328,24.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35324580
35493394,2019-11-09,42.5940183556,-71.5533005903,24.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35493394
35717915,2019-11-03,42.327,-72.54,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35717915
35740867,2018-12-19,42.3268645384,-72.538363214,135.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35740867
35796713,2019-09-16,42.4140737812,-71.474313742,15.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/35796713
36001336,2015-11-23,42.4262349729,-71.3065962908,15.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36001336
36004327,2019-04-14,41.9527537095,-70.8214121919,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36004327
36194421,2019-11-16,42.4132637506,-71.5102705151,2.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36194421
36239643,2019-07-14,42.1801786804,-70.8020961285,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36239643
36240016,2019-07-29,42.1802018686,-70.8018922806,31.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36240016
36298121,2019-12-01,42.5944032203,-71.5534773022,28.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36298121
36373335,2019-12-05,42.6029387529,-71.2526309545,22.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36373335
36800493,2019-12-20,42.2911127825,-71.6277533663,19.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36800493
36831487,2019-12-21,42.25874,-70.874256,51.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36831487
36843784,2019-12-21,42.1802249937,-70.8019995689,31.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/36843784
37037470,2019-12-27,42.4526857317,-71.0816009755,61.0,research,126770,Vulpes vulpes fulva,Eastern American Red Fox,False,https://www.inaturalist.org/observations/37037470
37192314,2020-01-01,42.4076960984,-71.3292288804,12.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37192314
37460150,2019-12-21,42.2943505901,-71.6263861673,7.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37460150
37506983,2019-09-12,41.5264612724,-70.6734964593,76.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37506983
37559091,2020-01-12,42.4374593934,-71.2176372931,117.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37559091
37564498,2020-01-06,42.1845371211,-71.4186929036,22.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37564498
37602095,2020-01-14,42.0791647158,-70.2199723679,4.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37602095
37792879,2020-01-17,42.0857028165,-70.7878807356,244.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37792879
37842466,2020-01-22,41.92751198,-71.14031179,12.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/37842466
38133836,2020-01-18,42.4132638994,-71.5103279703,2.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/38133836
38308581,2020-02-04,42.0442371608,-70.1045128678,4.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/38308581
38463742,2020-02-09,41.87168833,-70.00585278,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/38463742
38748458,2020-02-16,42.28101,-71.177035,186.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/38748458
39507550,2020-03-03,42.670495,-70.62483333,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/39507550
